user_id,book_id
1,112
1,235
1,533
1,1198
1,1874
1,2058
1,3334
2,4
2,11
2,13
2,16
2,92
2,113
2,233
2,247
2,380
2,408
2,439
2,479
2,516
2,619
2,1069
2,1371
2,1384
2,1597
2,1926
2,1967
2,1969
2,2220
2,3222
2,3227
2,3733
2,5418
2,6937
2,8417
3,10
3,66
3,233
3,726
3,932
3,1146
3,2439
3,4582
3,5448
3,5765
3,6274
3,8403
5,31
5,665
5,3074
5,3581
6,64
6,459
6,619
6,649
6,687
6,874
6,1319
6,1912
6,5269
6,5537
6,5820
6,6220
6,7480
7,10
7,225
7,233
7,1322
7,3552
7,3720
7,4468
8,19
8,498
8,2177
8,3930
8,4004
8,8792
8,9304
9,8
9,112
9,139
9,230
9,233
9,473
9,638
9,653
9,672
9,701
9,736
9,883
9,895
9,1467
9,1582
9,1873
9,2630
9,3210
9,3476
9,3560
9,3650
9,5286
9,6636
10,6
10,385
10,662
10,896
10,1076
10,1082
10,1220
10,1281
10,1439
10,1851
10,1920
10,2441
10,2570
10,2616
10,3059
10,3545
10,3961
10,4369
10,4510
10,5254
10,5556
10,6114
10,6917
10,7545
10,7842
11,3643
12,1
12,124
12,1471
12,2893
13,81
13,277
13,318
13,430
13,437
13,551
13,560
13,610
13,678
13,979
13,1082
13,1464
13,1577
13,2018
13,2418
13,4212
13,4635
13,4734
13,4841
13,4848
13,4856
13,4928
13,6114
13,6793
13,6962
13,8717
14,493
14,1179
14,2693
14,3581
14,3683
14,3953
14,4220
14,5076
14,5537
14,7777
15,191
15,275
15,398
15,666
15,1491
15,5210
17,1344
20,7628
22,653
22,1403
22,1405
22,1645
22,2500
22,2691
22,4995
23,273
23,459
23,791
23,886
23,925
23,1198
23,1597
23,1688
23,2251
23,2350
23,3312
23,3343
24,61
24,421
24,467
24,974
26,508
26,1796
26,2257
26,2314
26,2357
26,2738
26,2810
26,3207
26,3412
26,3586
26,5091
26,5550
26,6877
26,7970
28,265
28,587
28,3543
28,7496
28,8654
29,31
29,32
29,36
29,65
29,87
29,115
29,131
29,178
29,256
29,323
29,424
29,467
29,550
29,618
29,662
29,709
29,730
29,771
29,809
29,1084
29,1364
29,1642
29,1695
29,2259
29,2284
29,2304
29,2967
29,3508
29,4359
29,4475
29,4629
29,5090
29,5596
29,5851
30,47
30,67
30,82
30,177
30,249
30,297
30,407
30,426
30,430
30,442
30,516
30,658
30,895
30,1039
30,1094
30,1381
30,2117
30,2426
30,3444
30,4004
30,4202
30,4509
30,5907
30,6828
30,7563
30,8737
31,94
31,584
31,1682
31,3417
32,11
32,76
32,118
32,133
32,261
32,272
32,1509
32,1923
32,2897
32,3646
33,146
33,185
33,208
33,352
33,610
33,677
33,1052
33,1527
33,1708
33,5776
34,113
34,312
34,380
34,483
34,593
34,850
34,1574
34,1629
34,3109
34,3581
34,7414
35,139
35,198
36,7
36,55
36,65
36,612
36,624
36,631
36,652
36,724
36,748
36,1077
36,2415
36,6307
37,346
37,819
37,7173
39,17
39,20
39,58
39,59
39,93
39,117
39,125
39,154
39,219
39,229
39,298
39,353
39,386
39,400
39,408
39,574
39,595
39,614
39,646
39,665
39,714
39,773
39,809
39,819
39,899
39,914
39,959
39,1081
39,1167
39,1283
39,1367
39,1420
39,1486
39,1566
39,1570
39,1797
39,2485
39,2543
39,2727
39,2926
39,3020
39,4196
39,4359
39,4973
39,5327
39,5578
39,7569
39,8404
39,9114
39,9946
40,385
40,688
40,1657
41,205
41,727
41,1766
41,5574
41,7486
43,7612
45,342
46,87
46,105
46,119
46,124
46,135
46,206
46,535
46,584
46,638
46,771
46,822
46,1105
46,1439
46,1761
46,2288
46,2496
46,2543
46,3472
46,8479
47,137
47,551
47,1281
47,1708
47,4216
47,4282
47,4307
47,5416
47,7193
47,8329
47,8957
49,754
50,323
50,430
50,941
50,1060
50,1421
50,3296
51,141
51,816
51,949
51,1187
51,1415
51,2239
51,3024
51,3695
51,5378
51,5425
51,5779
54,146
54,190
54,193
54,267
54,333
54,654
54,749
54,867
54,1198
54,1874
54,2368
54,2498
54,2627
54,3118
54,3194
54,3236
54,5794
54,7770
54,8230
54,8693
55,127
55,291
55,930
55,2374
55,3021
56,239
56,329
56,385
56,551
56,813
56,836
56,896
56,1009
56,1174
56,1195
56,1220
56,1242
56,1739
56,1920
56,2088
56,2334
56,2449
56,2543
56,2775
56,2787
56,2840
56,3253
56,3946
56,3955
56,4116
56,4635
56,4967
56,5418
56,5776
56,6307
56,7397
56,8498
56,8867
56,9054
57,352
57,398
57,508
57,533
57,610
57,983
57,1017
57,1061
57,1220
57,1740
57,2065
57,2848
57,4419
57,5138
57,5625
57,5640
57,7375
58,1242
58,7952
58,9533
59,4120
59,6326
60,48
60,82
60,192
60,194
60,279
60,284
60,380
60,425
60,430
60,516
60,523
60,550
60,592
60,736
60,906
60,1184
60,1214
60,1503
60,1509
60,1584
60,1797
60,2440
60,2449
60,2840
60,3048
60,3118
60,3412
60,3581
60,4139
60,4250
60,4336
60,4711
60,5983
60,6895
60,8071
60,8709
61,3
61,4
61,12
61,13
61,14
61,36
61,43
61,61
61,66
61,76
61,166
61,171
61,217
61,265
61,520
61,551
61,669
61,6990
61,9188
64,12
64,36
64,60
64,141
64,146
64,173
64,181
64,268
64,297
64,329
64,473
64,744
64,886
64,1076
64,1164
64,1174
64,1187
64,1198
64,1810
64,2234
64,2247
64,2772
64,3329
64,3965
64,4307
64,4335
64,5416
64,5977
64,7640
64,8628
64,8885
64,9403
65,122
65,484
65,611
65,819
65,854
65,2011
65,4369
66,744
67,42
67,110
67,133
67,167
67,208
67,211
67,338
67,342
67,355
67,359
67,421
67,438
67,548
67,620
67,654
67,816
67,820
67,906
67,912
67,1030
67,1190
67,1256
67,1300
67,1381
67,1436
67,1509
67,1767
67,1771
67,1783
67,1824
67,1833
67,1911
67,1917
67,2005
67,2085
67,2152
67,2350
67,2402
67,2496
67,2612
67,2621
67,3008
67,3805
67,3877
67,4527
67,4970
67,5177
67,5320
67,5895
67,6096
67,8100
67,8370
69,520
69,665
69,1060
69,1082
69,1238
69,1384
69,1641
69,2156
69,2357
69,3269
69,4020
69,4220
69,4473
69,4613
69,4790
69,4828
69,5192
69,5515
69,5921
69,6037
69,6191
69,7517
70,498
70,560
70,614
70,2727
71,1187
71,1920
71,3590
71,7359
71,8846
71,9392
72,112
72,141
72,437
72,930
72,943
72,1923
72,2579
73,205
75,816
75,1005
75,2390
76,2284
76,2543
76,4250
76,4502
78,3581
79,233
79,1312
79,2304
81,1105
81,2703
81,3523
82,98
82,249
82,467
82,2703
82,4220
82,5634
82,5794
83,1723
84,267
84,342
84,380
84,682
84,702
84,816
84,850
84,924
84,993
84,1220
84,1462
84,2018
84,2543
84,3866
84,4354
84,5126
84,5407
84,5628
84,5933
84,6012
84,6168
84,6726
84,7032
84,7277
84,7963
84,8818
87,9528
88,4418
88,6980
89,2598
89,3069
90,71
90,208
90,268
90,638
90,669
90,1076
90,1657
90,2037
90,2917
90,4610
90,4970
90,5578
90,7970
90,8582
92,1704
92,3913
92,4873
92,8403
93,648
94,10
94,94
94,1167
94,1239
94,1847
94,4475
94,5704
95,195
95,458
95,473
95,673
95,820
95,856
95,939
95,1001
95,1174
95,1199
95,1290
95,1730
95,1903
95,1943
95,2494
95,2570
95,2698
95,4629
95,5819
95,7843
95,8318
96,192
96,2824
96,4845
96,6505
96,7706
97,43
97,61
97,68
97,267
97,445
97,458
97,533
97,762
97,1073
97,1174
97,1326
97,1364
97,1851
97,1908
97,2058
97,2508
97,2840
97,3173
97,3262
97,3373
97,4535
97,6799
97,8065
97,8580
97,9969
98,36
98,60
98,590
98,1796
99,1271
99,1988
99,2840
99,3847
99,4674
99,6310
99,7988
99,8486
99,8814
101,112
101,313
101,473
101,551
101,1598
101,2321
101,2346
101,3788
101,7280
101,9982
102,385
102,916
102,2071
102,7529
103,4
103,277
103,3508
103,3782
104,7
104,255
104,287
104,698
104,1039
104,2028
104,6683
105,62
105,140
105,181
105,233
105,429
105,755
105,894
105,1089
105,1200
105,1246
105,1343
105,1768
105,2109
105,2156
105,2285
105,2382
105,2452
105,2465
105,3644
105,6371
105,6738
105,6855
105,8098
105,8988
105,9525
105,9609
106,3733
107,820
107,1708
107,1832
107,2137
108,408
108,523
109,65
109,181
109,233
109,395
109,439
109,483
109,658
109,663
109,867
109,984
109,1055
109,1792
109,1797
109,2314
109,2760
109,3156
109,3508
109,4828
109,5478
109,5908
109,7141
111,4
111,295
111,802
111,910
111,1293
111,1520
111,1728
111,1730
111,1761
111,1816
111,2676
111,2792
111,2904
111,2969
111,3178
111,3532
111,4654
111,4961
111,5538
111,6753
111,7145
111,7511
111,7664
111,8029
111,8271
111,8654
111,9034
111,9277
111,9282
111,9998
112,217
112,2770
112,3646
112,5037
112,5120
113,6756
113,7127
116,38
116,239
116,474
116,658
116,1090
116,1238
116,1365
116,2498
116,3106
116,3404
116,3986
116,4332
116,4684
116,5269
116,6173
118,95
118,663
118,901
118,1920
118,1970
119,38
119,40
119,73
119,103
119,182
119,195
119,254
119,398
119,435
119,473
119,521
119,541
119,548
119,586
119,732
119,1537
119,1576
119,1640
119,1667
119,3512
119,4092
119,5422
119,6674
120,522
120,2187
120,3508
120,4220
121,1198
121,1220
121,2029
121,2128
121,2169
121,2632
121,3754
121,3770
121,4961
121,5118
121,5198
121,8255
121,8632
121,9247
121,9506
122,79
122,341
122,642
122,3903
122,9460
123,482
124,5
124,276
124,282
124,432
124,446
124,451
124,471
124,546
124,662
124,682
124,1073
124,1683
124,2500
124,2926
124,3314
124,4531
124,5306
124,5707
124,7890
124,8456
126,408
126,1657
126,1969
126,2117
126,2309
126,2496
126,3062
126,3417
126,3505
126,3523
126,4509
126,4811
126,5399
126,5779
126,5937
126,6046
126,8736
127,136
127,374
127,383
127,764
127,2186
128,105
128,330
128,440
128,1009
128,1136
128,1365
128,1660
128,1728
128,1982
128,2003
128,2411
128,3685
128,4790
128,6207
128,6600
128,7396
129,2727
130,239
130,287
130,378
130,398
130,467
130,887
130,1055
130,1216
130,1272
130,1353
130,1392
130,2440
130,4080
130,5863
130,8025
132,1235
132,5495
132,5604
133,25
133,355
133,522
133,2268
133,2496
133,3221
133,3317
133,9716
133,9984
134,74
134,267
134,378
134,522
134,533
134,668
134,921
134,1198
134,1326
134,1517
134,1740
134,2540
134,2848
134,3059
134,3173
134,3227
134,3545
134,7754
134,7915
134,8885
134,9842
134,9969
135,89
135,104
135,127
135,193
135,211
135,217
135,562
135,994
135,1069
135,1528
135,1552
135,2186
135,3062
135,3111
135,3771
135,3844
135,3941
135,4140
135,4811
135,8286
136,6750
137,362
137,1272
137,8859
139,551
139,630
139,1009
139,1455
139,4116
139,4602
139,4635
139,7232
139,9520
140,801
140,867
140,4509
141,483
141,7869
141,9461
142,119
142,233
142,474
142,1319
142,2284
142,5283
142,6932
143,5
143,7
143,40
143,56
143,122
143,142
143,172
143,313
143,440
143,906
143,993
143,1094
143,1672
143,2603
143,2832
143,5078
143,7754
143,9070
144,130
144,658
144,816
144,850
144,1121
144,1195
144,1310
144,2739
144,3124
144,3785
144,5012
144,5851
145,212
145,268
145,534
145,1083
145,2051
145,2498
146,144
146,217
146,385
146,408
146,522
146,1462
146,1912
146,2524
146,2652
146,2840
146,2953
146,3024
146,6620
149,374
149,430
149,587
149,1105
149,1239
149,1262
149,1915
149,2045
149,2259
149,3048
149,3156
149,3828
149,4388
149,6064
149,7277
149,8355
149,8382
150,131
150,135
150,172
150,192
150,289
150,359
150,400
150,436
150,461
150,516
150,520
150,590
150,733
150,746
150,820
150,829
150,867
150,885
150,887
150,897
150,941
150,1005
150,1015
150,1184
150,2337
150,2486
150,3590
150,4873
150,5138
150,5420
150,5578
150,6154
150,6389
150,6591
150,6726
150,8717
150,9359
150,9623
151,31
151,374
151,467
151,522
151,793
151,815
151,1079
151,1856
151,1976
151,2025
151,3170
151,3794
152,94
152,104
152,1031
152,1050
152,1220
152,1334
152,1413
152,1539
152,1642
152,1796
152,3783
152,3961
152,4160
152,4810
152,5498
152,5863
152,6981
152,7496
152,7900
152,8326
152,8361
156,81
156,1371
156,1378
159,29
159,65
159,94
159,109
159,248
159,341
159,353
159,498
159,530
159,1664
159,5540
160,36
160,74
160,93
160,115
160,126
160,129
160,180
160,198
160,225
160,262
160,275
160,485
160,592
160,701
160,807
160,828
160,850
160,899
160,1015
160,1113
160,1171
160,1198
160,1223
160,1464
160,1757
160,2058
160,2304
160,2627
160,2926
160,2982
160,4120
160,5161
160,5820
160,5915
160,6799
160,7049
160,7550
160,7842
160,8580
161,1361
162,13
162,44
162,67
162,87
162,136
162,191
162,193
162,199
162,200
162,211
162,345
162,659
162,929
162,1186
162,1244
162,3090
162,3586
162,4253
162,5220
162,5693
162,5905
162,7001
162,7259
162,9887
163,30
163,192
163,307
163,312
163,377
163,733
163,930
163,1462
163,1565
163,1928
163,2494
163,2693
163,2945
163,4828
163,5506
163,8643
163,8948
164,112
164,277
164,352
164,467
164,697
164,1009
164,1065
164,2037
164,2316
164,2524
164,2775
164,2904
164,3064
164,3745
164,3751
164,3961
164,4509
164,4967
164,5462
164,6621
164,8255
164,8326
164,9359
165,17
165,20
165,54
165,61
165,74
165,117
165,126
165,208
165,232
165,236
165,473
165,503
165,599
165,620
165,623
165,699
165,751
165,758
165,760
165,789
165,806
165,838
165,881
165,1014
165,1021
165,1149
165,1270
165,1282
165,1378
165,1520
165,1703
165,1868
165,1915
165,2392
165,2632
165,3540
165,4753
165,6165
165,6817
165,8517
165,8662
165,9768
166,43
166,58
166,88
166,89
166,91
166,139
166,164
166,177
166,229
166,265
166,267
166,273
166,277
166,301
166,312
166,416
166,437
166,461
166,619
166,663
166,793
166,831
166,921
166,1045
166,1087
166,1152
166,1154
166,1349
166,1530
166,2338
166,2980
166,3045
166,3206
166,3718
166,3951
166,4188
166,4767
166,4925
166,7272
166,8594
166,8712
166,9182
167,76
167,177
167,462
167,467
167,736
167,6615
167,7173
169,874
169,1242
170,258
170,985
170,2612
172,62
172,124
172,127
172,236
172,262
172,359
172,389
172,562
172,725
172,746
172,900
172,1044
172,1069
172,1520
172,1654
172,1705
172,1810
172,1832
172,1991
172,2116
172,2316
172,2570
172,2904
172,3072
172,3103
172,3164
172,6463
172,6517
172,7573
172,8020
172,8485
173,61
173,265
173,1344
173,6471
174,92
174,516
174,1044
174,2013
174,7561
174,8676
175,11
175,408
175,534
175,969
175,1021
175,3156
175,3588
175,7716
176,19
177,100
179,377
179,908
179,1567
179,2298
180,1598
180,8879
181,874
181,881
181,885
181,1845
181,2644
181,3479
181,4602
181,5325
181,8516
182,46
182,140
182,154
183,77
183,164
183,371
183,426
183,983
183,1198
183,1515
183,2897
183,3525
183,3953
183,4080
183,4097
183,4188
183,5776
183,6517
183,8703
183,9264
184,323
185,31
185,48
185,61
185,127
185,128
185,211
185,297
185,590
185,618
185,649
185,1327
185,1527
185,1730
185,2084
185,2290
185,2346
185,3227
185,3528
185,4155
185,7522
185,8167
185,9392
185,9639
185,9651
186,49
186,52
186,56
186,88
186,231
186,395
186,407
186,457
186,501
186,595
186,614
186,764
186,819
186,874
186,1031
186,1060
186,1088
186,1184
186,1712
186,2018
186,4531
186,5395
186,6958
187,378
187,3985
188,485
188,1041
188,3581
188,3763
188,5327
188,8289
189,32
189,40
189,232
189,609
189,612
189,703
189,806
189,911
189,936
189,953
189,1037
189,1123
189,1248
189,1261
189,1339
189,1407
189,1573
189,1733
189,1885
189,1986
189,2573
189,2607
189,2815
189,2821
189,3273
189,4493
189,6417
190,948
191,5
191,6
191,66
191,70
191,82
191,89
191,147
191,173
191,264
191,323
191,378
191,516
191,638
191,659
191,766
191,820
191,1204
191,1307
191,1392
191,1642
191,1657
191,2020
191,2926
191,3464
191,3505
191,3828
191,5177
191,6937
191,8168
191,9759
192,1
192,17
192,111
192,198
192,306
192,445
192,662
192,856
192,926
192,1087
192,1290
192,1334
192,1644
192,1874
192,1903
192,2281
192,2539
192,2575
192,6028
192,6436
192,8427
192,8698
192,9484
193,217
193,673
193,690
193,956
193,2145
193,4451
193,6384
194,301
194,360
194,378
194,408
194,483
194,516
194,1624
194,1664
194,3590
194,5116
194,7231
194,9299
195,100
195,127
195,476
195,550
195,619
195,754
195,813
195,896
195,1268
195,1482
195,1582
195,1926
195,2029
195,2079
195,2444
195,3062
195,5852
196,6
196,12
196,69
196,96
196,105
196,211
196,244
196,1039
196,2237
197,816
198,458
198,5625
198,5777
198,6753
198,8029
199,40
199,426
199,482
199,4671
200,16
200,100
200,212
200,440
200,457
200,1441
200,1969
200,2207
200,4338
200,5449
200,5613
200,7300
201,43
201,167
201,271
201,522
201,649
201,872
201,3124
201,4202
201,6126
201,9768
202,1
202,3360
203,1821
203,3904
203,4698
203,5567
204,467
204,550
204,1041
204,3308
204,4395
205,10
205,55
205,63
205,87
205,138
205,354
205,1624
205,2297
205,5551
205,7212
206,2259
206,2498
206,3349
206,5604
207,25
207,614
207,704
208,20
208,146
208,2705
208,5625
209,11
210,341
210,614
210,1314
210,6195
211,69
211,357
211,366
211,435
211,452
211,475
211,527
211,558
211,563
211,572
211,631
211,1081
211,1212
211,1723
211,1901
211,2772
211,3411
211,3545
211,3783
211,5286
211,5703
211,6810
211,7013
211,7049
211,7400
211,8901
211,9834
211,9993
212,62
212,690
213,2207
214,6195
214,8233
215,1294
215,1514
215,4755
215,7734
216,6
216,124
216,240
216,352
216,359
216,440
216,457
216,470
216,551
216,649
216,745
216,850
216,920
216,924
216,926
216,1212
216,1433
216,1539
216,1551
216,1723
216,1794
216,2058
216,2431
216,3559
216,5650
216,7703
216,7758
217,89
217,325
217,356
217,638
217,745
217,775
217,1040
217,1171
217,1322
217,1637
217,2841
217,3028
217,3259
217,4222
217,4334
217,4413
217,6829
217,6876
217,9077
218,1220
219,43
219,212
219,523
219,874
219,1238
219,1657
219,2498
219,5084
219,8329
220,241
220,426
220,592
220,758
220,2226
220,2661
220,2841
220,3581
220,3915
220,3933
220,4079
220,5341
222,20
222,128
222,142
222,144
222,216
222,284
222,291
222,301
222,374
222,408
222,467
222,522
222,546
222,550
222,663
222,666
222,757
222,881
222,1007
222,1014
222,1238
222,1460
222,1515
222,1710
222,2357
222,2465
222,2627
222,2819
222,3092
222,3338
222,3361
222,3545
222,3782
222,3792
222,4953
222,5027
222,5101
222,6620
222,6764
222,6818
222,6937
222,7251
223,417
223,690
223,723
223,7205
224,70
224,597
224,881
224,7810
225,74
225,149
225,382
225,551
225,924
225,950
225,1044
225,1193
225,1575
225,1657
225,2018
225,2371
225,2805
225,3164
225,3228
225,3324
225,3502
225,3822
225,4282
225,4407
225,4419
225,5199
225,6730
225,6895
225,7438
225,8153
225,8438
227,486
227,858
227,884
227,3064
227,3491
227,6517
227,6602
227,7349
227,8799
227,9376
227,9504
228,1519
228,2681
228,2794
229,46
229,144
229,277
229,758
229,1242
229,1853
229,2284
229,9542
230,47
230,193
230,208
230,267
230,313
230,396
230,441
230,459
230,522
230,779
230,820
230,1082
230,1242
230,1539
230,2037
230,3074
230,4873
230,6990
230,7984
231,61
231,117
231,133
231,171
231,325
231,426
231,515
231,651
231,669
231,1242
231,1365
231,1435
231,1757
231,1957
231,1970
231,2005
231,2875
231,2905
231,2994
231,3118
231,3468
231,3767
231,6057
231,6599
231,8286
232,1310
232,1657
233,969
233,1121
233,2035
233,7715
234,14
234,40
234,43
234,101
234,140
234,587
234,593
234,1451
234,1588
234,2381
234,6756
234,7886
236,61
236,458
236,551
236,657
236,695
236,702
236,920
236,940
236,1198
236,1792
236,2663
236,2775
236,2837
236,2917
236,3135
236,3952
236,4239
236,4589
236,4595
236,5933
236,6620
236,6682
236,6740
236,8051
236,8184
236,8340
236,8412
236,8427
236,8673
236,9613
237,2029
237,3456
238,94
239,18
239,23
239,24
239,25
239,27
239,29
239,43
239,54
239,141
239,185
239,258
239,407
239,584
239,621
239,639
239,689
239,820
239,883
239,930
239,1046
239,1334
239,1395
239,1474
239,1520
239,1524
239,1527
239,1657
239,2284
239,2543
239,2570
239,3307
239,3504
239,3822
239,4336
239,4520
239,6042
239,7049
239,7309
239,8479
239,8722
240,6
240,124
240,174
240,178
240,185
240,230
240,265
240,342
240,411
240,733
240,754
240,869
240,952
240,1102
240,1841
240,1913
240,2610
240,3016
240,3610
240,4845
240,5124
240,7959
241,12
241,30
241,61
241,112
241,139
241,249
241,267
241,313
241,318
241,421
241,470
241,610
241,625
241,1076
241,1115
241,1220
241,1334
241,1361
241,1467
241,1814
241,1874
241,2058
241,2216
241,2507
241,2837
241,2943
241,3102
241,3173
241,5233
241,5776
241,5798
241,6090
241,6117
241,9820
242,28
242,1663
242,5812
243,87
244,1
244,217
244,649
244,1090
244,1121
244,1738
244,2543
244,3227
244,4972
244,7035
244,7155
245,8
245,291
245,739
245,1167
245,6216
246,177
246,233
246,662
246,709
246,737
246,1078
246,1491
246,1519
246,1582
246,2259
246,2440
246,2487
246,2632
246,4334
246,5101
246,5155
246,5256
246,6064
246,7035
246,8846
246,8940
246,9978
247,7290
248,65
248,782
248,1136
248,5054
248,6808
248,9025
250,11
250,16
250,46
250,60
250,113
250,139
250,195
250,256
250,290
250,320
250,338
250,381
250,438
250,516
250,587
250,591
250,1030
250,4427
250,4660
250,4694
250,8875
251,277
251,462
251,649
251,687
251,1474
251,2899
251,6215
252,1577
253,1
253,46
253,212
253,249
253,268
253,289
253,344
253,572
253,663
253,1238
253,1421
253,2247
253,3090
253,5765
253,7155
253,9542
254,399
254,1367
254,1508
254,2235
254,7592
254,9055
256,115
256,122
256,408
256,1514
256,1567
257,467
257,520
257,1214
258,1094
259,208
259,467
259,682
259,745
259,867
259,870
259,1035
259,2085
259,2496
259,3305
259,4724
259,6505
259,7318
260,11
260,14
260,33
260,65
260,67
260,94
260,118
260,378
260,467
260,1005
260,2555
260,3872
260,5978
260,8037
261,380
261,7079
262,262
262,277
262,322
262,359
262,459
262,613
262,784
262,850
262,906
262,1028
262,1325
262,1455
262,1573
262,1610
262,1688
262,1911
262,2207
262,2663
262,2888
262,6088
262,6810
262,9641
263,20
263,139
263,185
263,284
263,477
263,654
263,743
263,815
263,924
263,1030
263,1031
263,1039
263,2135
263,2449
263,2543
263,2691
263,2923
263,3682
263,3807
263,4031
263,4243
263,5595
263,6191
263,7777
263,9054
263,9188
265,5
265,8
265,13
265,58
265,285
265,414
265,745
265,779
265,1220
265,1700
265,1833
265,2065
265,2507
265,9036
266,262
266,459
266,494
266,1326
266,1433
266,1538
266,2037
266,2113
266,2216
266,3952
266,4963
266,5578
266,6381
266,6621
266,6737
266,7221
266,7469
268,81
268,157
268,1076
268,1306
268,3161
268,3253
268,5656
268,9736
269,179
269,289
269,410
269,458
269,1142
269,1334
269,1439
269,2486
269,2555
269,2831
269,6054
269,8051
269,8169
269,9666
270,374
270,424
270,2116
270,2500
270,3103
270,4120
270,4906
270,4973
271,115
271,313
271,567
